token_id,freq,primary_lang,tier,concentration,mse,rel_err,row_norm
1524,13248,mya_Mymr,low,1.0,7.86497e-06,0.090798,1.39777
439,8759,mya_Mymr,low,1.0,7.52018e-06,0.0945248,1.31291
371,7870,hin_Deva,mid,1.0,1.40189e-05,0.111605,1.51823
26,7703,spa_Latn,high,0.236,4.77588e-05,0.0887395,3.52431
28,7512,eng_Latn,high,0.221,4.32529e-05,0.0888842,3.34848
4349,6254,mya_Mymr,low,1.0,7.25787e-06,0.0922864,1.32109
424,5520,hin_Deva,mid,1.0,1.30977e-05,0.101543,1.61292
7111,5206,mya_Mymr,low,1.0,6.37195e-06,0.0895074,1.27627
440,4779,hin_Deva,mid,1.0,8.68006e-06,0.0956928,1.39331
491,4142,hin_Deva,mid,1.0,7.56596e-06,0.089557,1.38994
4466,4135,mya_Mymr,low,1.0,8.04979e-06,0.0897992,1.42983
7542,3799,mya_Mymr,low,1.0,7.11238e-06,0.0922171,1.30876
529,3727,hin_Deva,mid,1.0,7.34298e-06,0.0938043,1.30731
26069,3638,mya_Mymr,low,1.0,7.08273e-06,0.091014,1.3233
510,3603,hin_Deva,mid,1.0,1.23974e-05,0.1026,1.55304
96677,3330,mya_Mymr,low,1.0,7.15385e-06,0.0885403,1.36708
45763,3324,mya_Mymr,low,1.0,7.42967e-06,0.0928532,1.32847
33837,3320,mya_Mymr,low,1.0,7.84441e-06,0.0885613,1.4312
8522,3285,mya_Mymr,low,1.0,6.8674e-06,0.0905318,1.30997
42354,3279,mya_Mymr,low,1.0,6.45467e-06,0.0931385,1.23445
17499,3102,mya_Mymr,low,1.0,5.69895e-06,0.0887852,1.21681
235,2765,cmn_Hant,high,0.235,6.42278e-05,0.09117,3.97809
499,2703,hin_Deva,mid,1.0,1.16702e-05,0.101134,1.52864
2435,2697,mya_Mymr,low,1.0,7.83526e-06,0.0902792,1.40315
58867,2638,mya_Mymr,low,1.0,7.4876e-06,0.089558,1.38271
18081,2605,mya_Mymr,low,1.0,7.45397e-06,0.0916908,1.34751
9730,2581,mya_Mymr,low,1.0,7.28783e-06,0.0938002,1.30245
15579,2442,mya_Mymr,low,1.0,6.17793e-06,0.0923579,1.2179
238,2385,mya_Mymr,low,0.97,1.17155e-05,0.0930167,1.66527
3005,2314,mya_Mymr,low,1.0,5.89735e-06,0.0908338,1.20989
10527,2314,mya_Mymr,low,1.0,4.59514e-06,0.0909526,1.06659
54639,2289,mya_Mymr,low,1.0,7.10579e-06,0.0912834,1.32154
47087,2259,yor_Latn,low,1.0,1.01946e-05,0.0887294,1.62848
267,2188,mya_Mymr,low,0.854,1.11409e-05,0.0895556,1.68668
47088,2133,yor_Latn,low,0.999,1.43319e-05,0.0937115,1.8282
596,2116,hin_Deva,mid,1.0,9.75832e-06,0.0941742,1.50114
30,2076,eng_Latn,high,0.182,6.54215e-05,0.103218,3.54625
609,2069,hin_Deva,mid,1.0,1.09622e-05,0.0974518,1.53753
744,2061,hin_Deva,mid,1.0,1.07241e-05,0.0953126,1.55487
809,2012,hin_Deva,mid,1.0,6.98269e-06,0.0907229,1.31813
345,1897,spa_Latn,high,0.985,4.57665e-05,0.0921688,3.32166
631,1884,hin_Deva,mid,1.0,1.00876e-05,0.0959307,1.49831
27058,1859,mya_Mymr,low,1.0,5.47329e-06,0.0928969,1.13969
1644,1856,hin_Deva,mid,1.0,9.4009e-06,0.0948004,1.46366
3294,1759,mya_Mymr,low,1.0,6.85024e-06,0.0905671,1.30782
19560,1680,mya_Mymr,low,1.0,6.02423e-06,0.0926313,1.19911
726,1663,hin_Deva,mid,1.0,6.68337e-06,0.0878882,1.33117
42226,1541,mya_Mymr,low,1.0,6.79571e-06,0.0920723,1.28131
31,1512,eng_Latn,high,0.179,7.75854e-05,0.105203,3.78903
526,1498,yor_Latn,low,1.0,2.16421e-05,0.0975208,2.15882
822,1461,hin_Deva,mid,1.0,9.45825e-06,0.0939533,1.48135
5805,1449,amh_Ethi,low,1.0,6.95271e-06,0.0916511,1.30198
3292,1419,mya_Mymr,low,1.0,8.05367e-06,0.0914673,1.40409
851,1370,hin_Deva,mid,1.0,6.68974e-06,0.0912896,1.28218
301,1345,eng_Latn,high,0.987,4.5542e-05,0.0908306,3.36232
794,1345,hin_Deva,mid,1.0,9.08432e-06,0.0907971,1.50224
737,1276,cmn_Hant,high,1.0,7.28632e-06,0.0887228,1.37684
2458,1237,swh_Latn,low,0.973,1.49668e-05,0.0898451,1.94866
939,1220,hin_Deva,mid,1.0,9.79828e-06,0.0929842,1.52346
1227,1180,hin_Deva,mid,1.0,8.81554e-06,0.0926872,1.44967
871,1143,hin_Deva,mid,1.0,7.27757e-06,0.0864767,1.41175
93429,1135,yor_Latn,low,1.0,8.63561e-06,0.0929147,1.43129
131,1110,mya_Mymr,low,0.841,1.04038e-05,0.089587,1.62936
276,1104,eng_Latn,high,0.482,5.71355e-05,0.0987994,3.46229
19178,1098,amh_Ethi,low,1.0,3.76941e-06,0.0885106,0.992674
718,1081,swh_Latn,low,0.995,3.24119e-05,0.0967707,2.6624
8900,1079,mya_Mymr,low,1.0,4.02665e-06,0.0882401,1.02913
33712,1057,mya_Mymr,low,1.0,6.70057e-06,0.0920665,1.27239
566,1051,cmn_Hant,high,1.0,8.65285e-06,0.0918088,1.44998
1293,1046,yor_Latn,low,1.0,1.62029e-05,0.091382,1.99343
13062,1036,mya_Mymr,low,1.0,3.73327e-06,0.0881611,0.991819
492,1023,yor_Latn,low,0.946,2.18998e-05,0.092603,2.28697
528,1010,spa_Latn,high,0.837,2.95847e-05,0.0921519,2.67113
3693,958,yor_Latn,low,1.0,9.81595e-06,0.0894937,1.5843
61250,957,mya_Mymr,low,1.0,6.21187e-06,0.0919943,1.22607
2226,945,yor_Latn,low,1.0,1.68063e-05,0.0958888,1.93478
149684,933,mya_Mymr,low,1.0,6.76916e-06,0.0911652,1.29153
231065,918,mya_Mymr,low,1.0,6.63327e-06,0.0910183,1.28056
30510,912,mya_Mymr,low,1.0,6.92976e-06,0.0893511,1.33329
2015,907,hin_Deva,mid,1.0,9.48336e-06,0.101664,1.37082
389,904,eng_Latn,high,0.172,5.76453e-05,0.0923336,3.72124
1252,896,hin_Deva,mid,1.0,6.66649e-06,0.0899768,1.29862
1054,889,arb_Arab,mid,1.0,7.37464e-06,0.0897754,1.36892
1496,872,hin_Deva,mid,1.0,8.73055e-06,0.0932822,1.43347
378,871,spa_Latn,high,0.821,3.60707e-05,0.0948003,2.86703
912,860,hin_Deva,mid,1.0,9.49586e-06,0.0932529,1.49544
8417,855,amh_Ethi,low,1.0,6.81857e-06,0.0903071,1.30855
833,843,hin_Deva,mid,1.0,6.68165e-06,0.0910563,1.28469
253,839,mya_Mymr,low,0.712,1.01067e-05,0.0865434,1.6624
7132,837,amh_Ethi,low,1.0,8.56495e-06,0.0961843,1.37697
4151,833,swh_Latn,low,0.947,2.48136e-05,0.0958445,2.35203
600,827,hin_Deva,mid,1.0,9.57789e-06,0.091472,1.53113
27,822,eng_Latn,high,0.284,5.75286e-05,0.0936321,3.66591
92,816,yor_Latn,low,0.949,5.72453e-05,0.102219,3.34967
16595,815,mya_Mymr,low,1.0,7.12108e-06,0.0907699,1.33044
1407,810,hin_Deva,mid,1.0,8.89395e-06,0.094375,1.43006
262,805,mya_Mymr,low,0.841,1.1083e-05,0.0899099,1.67566
2056,804,hin_Deva,mid,1.0,8.34157e-06,0.0914531,1.42919
32,803,eng_Latn,high,0.172,7.59129e-05,0.105767,3.72798
10741,796,amh_Ethi,low,1.0,6.60338e-06,0.0894439,1.30016
25692,796,mya_Mymr,low,1.0,7.11026e-06,0.0897293,1.34485
28197,789,yor_Latn,low,1.0,8.05199e-06,0.0902907,1.42224
115909,778,mya_Mymr,low,1.0,6.99639e-06,0.0910055,1.31533
8910,775,amh_Ethi,low,1.0,7.27267e-06,0.0927572,1.31572
16205,774,mya_Mymr,low,1.0,5.85267e-06,0.087173,1.25591
10563,768,amh_Ethi,low,1.0,7.82084e-06,0.0952576,1.32859
608,756,cmn_Hant,high,1.0,1.21059e-05,0.0965268,1.63123
668,743,spa_Latn,high,1.0,2.06696e-05,0.0954023,2.15661
1678,740,yor_Latn,low,1.0,1.61661e-05,0.0957343,1.90064
9756,733,amh_Ethi,low,1.0,7.49483e-06,0.0917644,1.35012
2813,718,hin_Deva,mid,1.0,1.17529e-05,0.100597,1.54224
1415,718,hin_Deva,mid,1.0,9.64852e-06,0.095127,1.47772
9914,714,amh_Ethi,low,1.0,3.39141e-06,0.0898088,0.927975
17606,713,mya_Mymr,low,1.0,7.26715e-06,0.0899989,1.35553
743,709,spa_Latn,high,0.98,3.19207e-05,0.0949422,2.69303
1093,707,arb_Arab,mid,1.0,5.75107e-06,0.0921755,1.1774
332,706,eng_Latn,high,0.975,4.33143e-05,0.094662,3.14634
472,706,spa_Latn,high,0.989,4.15299e-05,0.0952875,3.06062
1987,704,yor_Latn,low,1.0,1.62705e-05,0.0972648,1.87676
7655,695,amh_Ethi,low,1.0,3.90742e-06,0.0928524,0.963423
337,694,eng_Latn,high,0.9,5.24025e-05,0.0959541,3.41411
667,693,rus_Cyrl,high,1.0,8.48941e-06,0.0944725,1.39572
90009,687,mya_Mymr,low,1.0,6.47213e-06,0.092372,1.24637
1353,676,hin_Deva,mid,1.0,8.56005e-06,0.0925845,1.4301
1422,670,hin_Deva,mid,1.0,7.1636e-06,0.0903392,1.34077
1059,661,hin_Deva,mid,1.0,9.36422e-06,0.0969939,1.42776
1379,655,yor_Latn,low,1.0,1.07098e-05,0.0908405,1.63033
38276,654,mya_Mymr,low,1.0,7.30114e-06,0.0895781,1.36508
1408,653,hin_Deva,mid,1.0,5.80345e-06,0.0884988,1.23189
875,652,rus_Cyrl,high,1.0,7.70795e-06,0.093793,1.33957
344,648,eng_Latn,high,0.99,4.93339e-05,0.0921528,3.44928
23,630,eng_Latn,high,0.148,3.26624e-05,0.0898605,2.8782
1271,628,yor_Latn,low,0.986,3.74419e-05,0.105172,2.63296
34803,627,mya_Mymr,low,1.0,7.08541e-06,0.0922087,1.3064
1083,626,arb_Arab,mid,1.0,6.46034e-06,0.0900995,1.27665
11693,618,amh_Ethi,low,1.0,5.14149e-06,0.0929997,1.10339
2494,617,hin_Deva,mid,1.0,5.54144e-06,0.0954941,1.11558
2599,595,yor_Latn,low,0.523,2.29553e-05,0.0952478,2.27642
1343,592,hin_Deva,mid,1.0,7.05303e-06,0.0919816,1.30663
150996,589,yor_Latn,low,1.0,3.16733e-06,0.0910983,0.8841
1878,588,hin_Deva,mid,1.0,8.12358e-06,0.093029,1.3865
78015,585,mya_Mymr,low,1.0,4.82649e-06,0.0881345,1.12807
55999,584,mya_Mymr,low,1.0,4.85117e-06,0.0896741,1.11153
39,574,eng_Latn,high,0.169,5.70675e-05,0.0996725,3.42992
20561,573,amh_Ethi,low,1.0,7.29488e-06,0.0922223,1.32537
2042,562,hin_Deva,mid,1.0,8.8293e-06,0.0915543,1.46876
397,561,yor_Latn,low,0.951,2.90471e-05,0.0979227,2.49077
103,560,yor_Latn,low,0.886,5.70728e-05,0.103576,3.3008
38515,559,amh_Ethi,low,1.0,3.95318e-06,0.0940715,0.956489
264,558,mya_Mymr,low,0.784,1.09518e-05,0.0897343,1.66897
1185,551,hin_Deva,mid,1.0,7.22355e-06,0.0957408,1.27041
35,540,eng_Latn,high,0.178,6.32075e-05,0.101516,3.54418
319,539,eng_Latn,high,0.893,5.64704e-05,0.0925759,3.67348
7651,538,hin_Deva,mid,1.0,7.10161e-06,0.0901884,1.33719
453,532,spa_Latn,high,0.796,3.65119e-05,0.0925136,2.95581
1354,530,spa_Latn,high,0.999,1.58281e-05,0.0898131,2.00466
24172,527,mya_Mymr,low,1.0,6.7915e-06,0.0903872,1.30479
23576,525,amh_Ethi,low,1.0,3.81687e-06,0.0979678,0.902476
13323,520,amh_Ethi,low,1.0,7.48325e-06,0.0942393,1.31365
15908,520,amh_Ethi,low,1.0,5.06862e-06,0.0934343,1.09044
40855,516,mya_Mymr,low,1.0,5.02865e-06,0.0877059,1.15708
8950,515,yor_Latn,low,0.984,1.32199e-05,0.0931455,1.76652
1258,510,hin_Deva,mid,1.0,5.89488e-06,0.0878506,1.25071
2594,508,arb_Arab,mid,1.0,9.55092e-06,0.0954631,1.46505
79390,504,yor_Latn,low,1.0,9.82032e-06,0.0904376,1.56812
56000,504,mya_Mymr,low,1.0,5.01435e-06,0.0915169,1.10731
81685,503,yor_Latn,low,1.0,8.78079e-06,0.093828,1.42922
14283,500,amh_Ethi,low,1.0,7.39846e-06,0.0927514,1.32714
268,499,mya_Mymr,low,0.877,1.04565e-05,0.0868511,1.68493
3769,499,hin_Deva,mid,1.0,7.90477e-06,0.0944367,1.34731
20730,499,mya_Mymr,low,1.0,7.67758e-06,0.0915456,1.36974
7805,494,swh_Latn,low,1.0,6.41877e-06,0.0872513,1.31407
258,485,mya_Mymr,low,0.776,1.18731e-05,0.0932802,1.6717
347,484,yor_Latn,low,0.625,4.3977e-05,0.09585,3.13102
2826,480,mya_Mymr,low,1.0,4.44944e-06,0.0889342,1.07337
14486,477,amh_Ethi,low,1.0,6.66972e-06,0.0907552,1.2878
299,473,yor_Latn,low,0.654,4.12215e-05,0.0943424,3.07978
100368,466,mya_Mymr,low,1.0,5.72721e-06,0.0923375,1.17289
123061,465,mya_Mymr,low,1.0,6.7303e-06,0.092749,1.26582
239366,462,mya_Mymr,low,1.0,5.79458e-06,0.0902735,1.20675
81928,458,mya_Mymr,low,1.0,6.82034e-06,0.0928519,1.27285
87925,456,mya_Mymr,low,1.0,4.78935e-06,0.0887857,1.11548
1599,455,swh_Latn,low,0.961,3.43576e-05,0.103245,2.56925
3154,454,yor_Latn,low,1.0,2.2209e-05,0.0948618,2.24822
61654,452,mya_Mymr,low,1.0,5.56471e-06,0.0942106,1.13315
33252,445,mya_Mymr,low,1.0,4.70442e-06,0.0907536,1.08157
38,441,eng_Latn,high,0.175,6.28818e-05,0.103462,3.46852
3161,441,hin_Deva,mid,1.0,8.55176e-06,0.094039,1.40729
308,440,yor_Latn,low,0.722,4.51278e-05,0.0968418,3.13924
25096,438,yor_Latn,low,1.0,1.46103e-05,0.0944571,1.8313
36,437,eng_Latn,high,0.175,5.92078e-05,0.100453,3.4665
11646,435,amh_Ethi,low,1.0,6.70095e-06,0.0891808,1.3136
237,431,mya_Mymr,low,0.84,1.014e-05,0.0896451,1.60752
307,430,yor_Latn,low,0.873,5.05312e-05,0.0978579,3.28737
261,429,mya_Mymr,low,0.756,1.11237e-05,0.0890403,1.69513
247,427,mya_Mymr,low,0.743,1.03706e-05,0.0890989,1.63566
1361,427,yor_Latn,low,1.0,1.92835e-05,0.0947956,2.09638
8890,425,hin_Deva,mid,1.0,8.33792e-06,0.0920657,1.41937
1099,422,yor_Latn,low,0.965,1.97652e-05,0.0964433,2.08614
523,418,yor_Latn,low,0.533,2.21535e-05,0.0981756,2.16961
433,416,yor_Latn,low,0.897,2.20093e-05,0.0964357,2.20156
20174,414,amh_Ethi,low,1.0,7.19726e-06,0.0936958,1.29577
17038,413,amh_Ethi,low,1.0,7.34791e-06,0.0923585,1.32822
11810,412,amh_Ethi,low,1.0,9.04277e-06,0.0955223,1.42466
20382,405,amh_Ethi,low,1.0,6.94651e-06,0.0907979,1.31363
101,404,yor_Latn,low,0.82,5.69418e-05,0.106793,3.19771
33,401,eng_Latn,high,0.169,6.57814e-05,0.102054,3.59655
925,398,hin_Deva,mid,1.0,8.48438e-06,0.0897396,1.4689
18027,397,amh_Ethi,low,1.0,6.97819e-06,0.0927855,1.28842
27851,396,mya_Mymr,low,1.0,4.66177e-06,0.0904472,1.0803
18172,392,amh_Ethi,low,1.0,7.82418e-06,0.0937353,1.35046
6100,391,mya_Mymr,low,1.0,3.33082e-06,0.08804,0.938125
1441,389,hin_Deva,mid,1.0,6.27658e-06,0.0908233,1.24833
18814,389,amh_Ethi,low,1.0,6.41341e-06,0.0895678,1.27955
12627,385,amh_Ethi,low,1.0,7.19909e-06,0.0929896,1.30578
89,384,yor_Latn,low,0.876,5.2515e-05,0.103035,3.18291
2686,383,hin_Deva,mid,1.0,5.47382e-06,0.0887976,1.19236
37,382,eng_Latn,high,0.171,5.62709e-05,0.0981565,3.4585
1065,382,rus_Cyrl,high,1.0,7.43489e-06,0.0925419,1.33341
88827,380,mya_Mymr,low,1.0,5.44938e-06,0.0894625,1.18086
34,379,eng_Latn,high,0.17,6.78454e-05,0.104963,3.55131
242,375,mya_Mymr,low,0.634,1.00393e-05,0.0857822,1.67155
10988,375,mya_Mymr,low,1.0,3.95393e-06,0.0901875,0.997776
160363,375,mya_Mymr,low,1.0,6.98208e-06,0.0890926,1.3422
3482,372,yor_Latn,low,1.0,1.14801e-05,0.0892912,1.71723
487,370,spa_Latn,high,0.872,4.9415e-05,0.0935994,3.39877
485,369,arb_Arab,mid,0.368,5.80834e-05,0.0902663,3.8209
1942,367,arb_Arab,mid,1.0,5.02925e-06,0.0890085,1.14021
1802,365,hin_Deva,mid,1.0,9.18915e-06,0.0947565,1.44775
14492,363,amh_Ethi,low,1.0,8.79056e-06,0.0944012,1.42133
19598,359,amh_Ethi,low,1.0,7.07328e-06,0.091105,1.32109
17453,357,yor_Latn,low,0.995,1.23004e-05,0.0960607,1.65226
257,357,mya_Mymr,low,0.7,1.00057e-05,0.0870293,1.64484
3906,354,hin_Deva,mid,1.0,7.5968e-06,0.0942691,1.32316
24537,352,amh_Ethi,low,1.0,5.71148e-06,0.0895539,1.20769
35251,351,amh_Ethi,low,1.0,6.4487e-06,0.0892133,1.28816
9407,350,hin_Deva,mid,1.0,7.46354e-06,0.0906006,1.3646
17200,345,amh_Ethi,low,1.0,6.78287e-06,0.0900335,1.30908
2654,344,swh_Latn,low,1.0,1.46499e-05,0.091928,1.88423
1165,342,yor_Latn,low,0.547,2.26335e-05,0.0934834,2.30306
941,342,hin_Deva,mid,1.0,6.47486e-06,0.0916699,1.25618
1782,342,hin_Deva,mid,1.0,5.90581e-06,0.0906647,1.21302
965,340,spa_Latn,high,0.998,3.12036e-05,0.0926971,2.7271
101399,338,mya_Mymr,low,1.0,5.16859e-06,0.0913548,1.12621
386,337,eng_Latn,high,0.916,5.09216e-05,0.0954105,3.3847
241,336,yor_Latn,low,0.803,1.04533e-05,0.0901057,1.62383
28966,336,amh_Ethi,low,1.0,4.80332e-06,0.0924007,1.0734
24363,334,amh_Ethi,low,1.0,6.66045e-06,0.0915268,1.27605
30462,334,amh_Ethi,low,1.0,4.95725e-06,0.0916962,1.09884
8377,332,yor_Latn,low,1.0,5.62226e-06,0.0893711,1.20067
22067,329,amh_Ethi,low,1.0,4.31735e-06,0.0938653,1.00177
140148,326,yor_Latn,low,1.0,5.47759e-06,0.0937545,1.12971
32627,325,amh_Ethi,low,1.0,6.66962e-06,0.0942815,1.23962
28500,325,amh_Ethi,low,1.0,7.37344e-06,0.0906889,1.35502
80,323,yor_Latn,low,0.906,5.98805e-05,0.104019,3.36661
256,322,amh_Ethi,low,0.683,1.12998e-05,0.089965,1.69093
1826,320,spa_Latn,high,0.998,1.98012e-05,0.092168,2.18489
14192,320,amh_Ethi,low,1.0,7.39105e-06,0.0929012,1.32433
13172,319,swh_Latn,low,1.0,4.1608e-06,0.094716,0.974609
16909,319,amh_Ethi,low,1.0,7.31394e-06,0.0911234,1.34311
47176,319,mya_Mymr,low,1.0,6.46199e-06,0.0893155,1.28802
265,317,mya_Mymr,low,0.637,1.18096e-05,0.0904955,1.71852
39914,316,mya_Mymr,low,1.0,5.92672e-06,0.0906117,1.21587
18103,315,amh_Ethi,low,1.0,7.22043e-06,0.0908435,1.33861
96,314,yor_Latn,low,0.946,5.27636e-05,0.101113,3.25107
80222,313,mya_Mymr,low,1.0,5.46728e-06,0.0927245,1.14119
45412,313,mya_Mymr,low,1.0,6.17132e-06,0.0897133,1.25313
2324,311,yor_Latn,low,1.0,1.20268e-05,0.093659,1.67568
31743,309,amh_Ethi,low,1.0,6.36395e-06,0.0875341,1.30422
29248,309,amh_Ethi,low,1.0,4.83645e-06,0.0902001,1.10337
304,303,yor_Latn,low,0.881,5.18051e-05,0.0953581,3.41581
37378,302,yor_Latn,low,1.0,4.66088e-06,0.0872322,1.12001
60637,300,mya_Mymr,low,1.0,5.50959e-06,0.0913852,1.16238
239,299,mya_Mymr,low,0.752,1.11961e-05,0.0894307,1.69321
1908,299,hin_Deva,mid,1.0,7.78935e-06,0.0909235,1.38912
16780,298,yor_Latn,low,0.941,1.00699e-05,0.0878374,1.63493
1984,298,hin_Deva,mid,1.0,8.03758e-06,0.0918458,1.39691
16,297,arb_Arab,mid,0.394,3.91006e-05,0.0959502,2.94925
25378,297,amh_Ethi,low,1.0,6.57465e-06,0.0902684,1.28548
40,290,spa_Latn,high,0.212,4.1401e-05,0.0904073,3.22082
953,290,arb_Arab,mid,1.0,8.49398e-06,0.098159,1.34366
46680,290,mya_Mymr,low,1.0,4.65102e-06,0.0918709,1.06233
2750,289,hin_Deva,mid,1.0,8.54131e-06,0.0885674,1.49332
4447,289,amh_Ethi,low,1.0,6.90664e-06,0.0899797,1.32176
173160,288,mya_Mymr,low,1.0,6.37824e-06,0.0955378,1.1963
1564,287,cmn_Hant,high,1.0,1.18119e-05,0.0981905,1.584
2555,286,hin_Deva,mid,1.0,5.9957e-06,0.0879209,1.26035
30144,286,amh_Ethi,low,1.0,7.31511e-06,0.0899274,1.36108
79,284,swh_Latn,low,0.59,6.45823e-05,0.106582,3.41223
3834,284,yor_Latn,low,1.0,1.38294e-05,0.0970604,1.7339
20558,282,yor_Latn,low,1.0,9.38452e-06,0.0914056,1.51669
21936,281,mya_Mymr,low,1.0,6.82392e-06,0.0904773,1.3066
3735,280,hin_Deva,mid,1.0,5.26304e-06,0.0947664,1.09554
259,279,amh_Ethi,low,0.481,1.21984e-05,0.0949883,1.66398
21470,278,amh_Ethi,low,1.0,7.51846e-06,0.0938572,1.32209
1738,277,hin_Deva,mid,1.0,7.00021e-06,0.0926929,1.29174
18417,277,amh_Ethi,low,1.0,6.7194e-06,0.0886621,1.3231
140643,277,mya_Mymr,low,1.0,6.559e-06,0.0916004,1.26528
451,274,spa_Latn,high,0.599,3.69496e-05,0.095,2.89565
21867,274,yor_Latn,low,0.994,1.26947e-05,0.0946517,1.70352
2002,274,hin_Deva,mid,1.0,6.3996e-06,0.0915878,1.24998
1462,272,spa_Latn,high,0.872,1.80494e-05,0.0936864,2.0522
22049,272,amh_Ethi,low,1.0,7.21298e-06,0.0929781,1.3072
237030,269,mya_Mymr,low,1.0,5.68546e-06,0.089607,1.20422
114,267,amh_Ethi,low,0.685,1.06923e-05,0.0896322,1.65096
38166,266,amh_Ethi,low,1.0,5.25678e-06,0.0909546,1.14078
286,264,yor_Latn,low,0.554,5.24648e-05,0.0959534,3.41617
87,264,swh_Latn,low,0.714,6.08211e-05,0.105765,3.33694
97,263,yor_Latn,low,0.624,7.26747e-05,0.106921,3.60822
246,263,mya_Mymr,low,0.797,1.217e-05,0.091961,1.71675
31742,262,amh_Ethi,low,1.0,6.7956e-06,0.0923484,1.27747
1285,262,amh_Ethi,low,1.0,6.77685e-06,0.0900083,1.30887
88,261,yor_Latn,low,0.847,4.83734e-05,0.102348,3.07531
35666,261,amh_Ethi,low,1.0,4.61235e-06,0.0897602,1.08278
28783,259,amh_Ethi,low,1.0,6.62022e-06,0.0910078,1.27945
5271,258,yor_Latn,low,0.962,1.49589e-05,0.0958324,1.82643
29206,258,amh_Ethi,low,1.0,7.07756e-06,0.0896015,1.34367
49659,258,mya_Mymr,low,1.0,4.96023e-06,0.0919534,1.0961
407,257,spa_Latn,high,0.985,3.33215e-05,0.0907318,2.87917
77397,256,mya_Mymr,low,1.0,6.48676e-06,0.0904729,1.27397
99,255,swh_Latn,low,0.73,5.09597e-05,0.100983,3.1991
293,255,swh_Latn,low,0.755,5.21742e-05,0.0977995,3.34239
82,254,yor_Latn,low,0.936,5.82645e-05,0.102396,3.37351
6541,254,amh_Ethi,low,1.0,6.20847e-06,0.0896767,1.25741
66945,252,yor_Latn,low,1.0,9.00977e-06,0.0922017,1.47327
624,251,rus_Cyrl,high,1.0,7.36383e-06,0.0896701,1.36952
25209,250,amh_Ethi,low,1.0,6.43408e-06,0.089776,1.27864
44776,250,mya_Mymr,low,1.0,7.39038e-06,0.0941581,1.30659
2200,249,arb_Arab,mid,1.0,5.05959e-06,0.0894239,1.13833
37608,246,amh_Ethi,low,1.0,5.80215e-06,0.0917878,1.18761
1194,242,yor_Latn,low,0.567,3.26887e-05,0.0977132,2.64795
45326,242,mya_Mymr,low,1.0,5.65617e-06,0.0924327,1.1644
1622,237,hin_Deva,mid,1.0,7.18593e-06,0.0910464,1.33243
59117,233,mya_Mymr,low,1.0,5.2481e-06,0.0929174,1.11575
4391,232,hin_Deva,mid,1.0,8.35278e-06,0.091255,1.43326
2602,231,hin_Deva,mid,1.0,7.33834e-06,0.0939749,1.30452
4699,228,rus_Cyrl,high,1.0,4.81581e-06,0.088768,1.11878
447,227,eng_Latn,high,0.802,4.6839e-05,0.0921736,3.36018
251,227,mya_Mymr,low,0.615,9.89677e-06,0.0878614,1.62037
159251,226,yor_Latn,low,1.0,7.81747e-06,0.0882889,1.43315
4504,225,arb_Arab,mid,1.0,4.93855e-06,0.0921198,1.09172
5046,225,amh_Ethi,low,1.0,6.04522e-06,0.0932121,1.19371
1894,224,cmn_Hant,high,1.0,1.01934e-05,0.0961231,1.50313
4052,224,hin_Deva,mid,1.0,4.88816e-06,0.0929268,1.0767
34523,223,amh_Ethi,low,1.0,7.25503e-06,0.0938959,1.29819
93,222,swh_Latn,low,0.405,5.49444e-05,0.102995,3.25696
297,222,arb_Arab,mid,1.0,1.53086e-05,0.104006,1.70246
44967,220,amh_Ethi,low,1.0,4.27745e-06,0.0915234,1.02265
6828,219,yor_Latn,low,0.283,2.71066e-05,0.0926056,2.54428
32101,219,amh_Ethi,low,1.0,6.97594e-06,0.0894675,1.33598
252,217,mya_Mymr,low,0.541,1.05417e-05,0.0887851,1.65493
46110,217,amh_Ethi,low,1.0,4.11145e-06,0.0908,1.01059
36649,216,yor_Latn,low,1.0,3.82514e-06,0.0896063,0.987757
26472,216,amh_Ethi,low,1.0,6.98547e-06,0.0883696,1.35351
32082,215,mya_Mymr,low,1.0,4.9953e-06,0.0897524,1.12694
541,212,eng_Latn,high,0.691,4.68735e-05,0.092643,3.34438
727,212,rus_Cyrl,high,1.0,1.18618e-05,0.097333,1.60132
489,211,eng_Latn,high,0.804,4.68253e-05,0.0924819,3.34849
98,211,yor_Latn,low,0.901,5.71326e-05,0.104473,3.27418
573,211,cmn_Hant,high,1.0,1.08899e-05,0.0913182,1.63539
38067,211,amh_Ethi,low,1.0,4.27746e-06,0.0923611,1.01337
1210,210,arb_Arab,mid,1.0,1.09968e-05,0.0991875,1.51301
5549,209,hin_Deva,mid,1.0,7.49122e-06,0.0937686,1.32094
125875,207,hin_Deva,mid,1.0,7.81654e-06,0.0931575,1.35817
49177,207,amh_Ethi,low,1.0,5.08581e-06,0.0951681,1.07239
773,206,spa_Latn,high,0.989,3.09037e-05,0.0933279,2.69562
457,205,yor_Latn,low,0.559,4.57665e-05,0.0980526,3.12234
1075,205,spa_Latn,high,0.991,2.71694e-05,0.0967125,2.43906
279,203,yor_Latn,low,0.788,5.28307e-05,0.0974684,3.37477
2300,203,hin_Deva,mid,1.0,8.22934e-06,0.0904873,1.4347
5713,202,hin_Deva,mid,1.0,8.50013e-06,0.0908757,1.45188
32387,201,amh_Ethi,low,1.0,4.21779e-06,0.0915251,1.01547
29035,201,mya_Mymr,low,1.0,4.97104e-06,0.0935508,1.07855
