token_id,freq,primary_lang,tier,concentration,mse,rel_err,row_norm
172222,7,yor_Latn,low,1.0,7.59854e-06,0.0917969,1.35895
10137,7,yor_Latn,low,1.0,8.05017e-06,0.0909524,1.41173
47882,7,yor_Latn,low,1.0,1.48796e-05,0.0920989,1.89542
188109,7,yor_Latn,low,1.0,8.68221e-06,0.0895286,1.48942
5963,7,yor_Latn,low,1.0,9.05824e-06,0.0922931,1.47577
7796,7,yor_Latn,low,1.0,1.2747e-05,0.0890988,1.81342
32764,7,yor_Latn,low,1.0,9.29212e-06,0.0928745,1.48534
140625,7,yor_Latn,low,1.0,8.97708e-06,0.0934702,1.45064
45180,7,yor_Latn,low,1.0,1.09433e-05,0.0890485,1.68118
149161,7,yor_Latn,low,1.0,6.09334e-06,0.0927665,1.20421
96473,7,yor_Latn,low,1.0,6.05835e-06,0.0933365,1.19341
152458,7,yor_Latn,low,1.0,3.08533e-06,0.0949228,0.837424
53690,7,yor_Latn,low,1.0,7.37437e-06,0.0888184,1.38364
260691,7,yor_Latn,low,1.0,6.35355e-06,0.090289,1.26339
10242,7,yor_Latn,low,1.0,1.79367e-05,0.0999982,1.91666
140215,7,yor_Latn,low,1.0,4.47604e-06,0.0901283,1.06231
217645,7,amh_Ethi,low,1.0,4.13043e-06,0.0932806,0.985987
180440,7,amh_Ethi,low,1.0,5.12789e-06,0.091163,1.12413
247909,7,amh_Ethi,low,1.0,3.90599e-06,0.0909862,0.983003
116346,7,amh_Ethi,low,1.0,4.42886e-06,0.0907402,1.04957
202744,7,amh_Ethi,low,1.0,4.04497e-06,0.0921659,0.987534
170438,7,amh_Ethi,low,1.0,4.87277e-06,0.0950613,1.05087
229130,7,amh_Ethi,low,1.0,3.74683e-06,0.0906399,0.966446
147951,7,amh_Ethi,low,1.0,3.18724e-06,0.0892626,0.905112
197647,7,amh_Ethi,low,1.0,4.55183e-06,0.0863445,1.11821
216500,7,amh_Ethi,low,1.0,3.9415e-06,0.0889133,1.01048
48350,7,amh_Ethi,low,1.0,5.0451e-06,0.0920266,1.10455
30330,6,swh_Latn,low,0.363,1.7788e-05,0.0963294,1.98139
12846,6,swh_Latn,low,0.363,2.48614e-05,0.096336,2.34228
4751,6,eng_Latn,high,1.0,3.55798e-05,0.11019,2.44976
26384,6,eng_Latn,high,0.282,1.87975e-05,0.103136,1.9024
104322,6,eng_Latn,high,0.261,1.2586e-05,0.0961403,1.66995
12124,6,eng_Latn,high,1.0,2.97167e-05,0.0980871,2.51509
9230,6,eng_Latn,high,1.0,3.22984e-05,0.0971785,2.64658
14389,6,eng_Latn,high,1.0,2.68016e-05,0.0994277,2.35634
9031,6,eng_Latn,high,1.0,3.22886e-05,0.0993856,2.58742
3896,6,eng_Latn,high,1.0,3.48461e-05,0.0953707,2.80109
4397,6,eng_Latn,high,1.0,3.7985e-05,0.1001,2.78635
9307,6,eng_Latn,high,0.432,1.6256e-05,0.0966586,1.88769
9558,6,eng_Latn,high,1.0,3.23366e-05,0.0964869,2.66713
28958,6,eng_Latn,high,0.238,1.0855e-05,0.0899516,1.65757
18466,6,eng_Latn,high,0.238,1.8831e-05,0.0962141,2.0411
14871,6,eng_Latn,high,1.0,1.63327e-05,0.0960799,1.90354
19123,6,eng_Latn,high,1.0,1.99161e-05,0.0932947,2.16476
151357,6,eng_Latn,high,1.0,8.73389e-06,0.0920956,1.45221
7221,6,eng_Latn,high,1.0,2.5449e-05,0.0948538,2.40683
42718,6,eng_Latn,high,0.432,1.64301e-05,0.0944507,1.94213
8103,6,eng_Latn,high,1.0,3.36988e-05,0.0959755,2.73724
58447,6,eng_Latn,high,1.0,1.07658e-05,0.097778,1.51861
6951,6,eng_Latn,high,0.276,2.16604e-05,0.103767,2.02974
17236,6,eng_Latn,high,0.857,2.50491e-05,0.0964793,2.34762
10319,6,eng_Latn,high,0.866,2.85564e-05,0.0971528,2.48921
7105,6,eng_Latn,high,1.0,3.08957e-05,0.0960253,2.61956
5460,6,eng_Latn,high,1.0,3.29357e-05,0.0961416,2.70139
11224,6,eng_Latn,high,0.914,2.02426e-05,0.0960379,2.1201
14363,6,eng_Latn,high,1.0,2.27903e-05,0.0923988,2.33816
3643,6,spa_Latn,high,0.794,4.04197e-05,0.0936705,3.07156
8498,6,eng_Latn,high,1.0,2.92839e-05,0.0988111,2.47841
398,6,eng_Latn,high,0.564,5.43247e-05,0.106004,3.14659
19927,6,eng_Latn,high,1.0,1.48671e-05,0.0954886,1.82737
24075,6,eng_Latn,high,0.517,9.01832e-06,0.0946965,1.43514
2987,6,eng_Latn,high,0.866,4.33596e-05,0.0977484,3.04858
67368,6,eng_Latn,high,0.488,7.75072e-06,0.0923588,1.36414
17339,6,spa_Latn,high,0.794,2.48583e-05,0.0992641,2.27305
22063,6,eng_Latn,high,0.914,2.4497e-05,0.0970858,2.3071
23904,6,swh_Latn,low,0.611,2.06967e-05,0.102285,2.01282
832,6,spa_Latn,high,0.37,2.85777e-05,0.100437,2.40872
5329,6,swh_Latn,low,0.582,2.95375e-05,0.0945855,2.60032
23424,6,eng_Latn,high,1.0,1.92173e-05,0.0971793,2.04145
2249,6,eng_Latn,high,1.0,3.44842e-05,0.0951945,2.79166
7169,6,eng_Latn,high,0.866,2.30996e-05,0.0951449,2.28603
168340,6,spa_Latn,high,0.35,5.12027e-06,0.0924288,1.10791
14778,6,eng_Latn,high,0.722,2.02349e-05,0.102675,1.98267
17206,6,eng_Latn,high,1.0,1.54705e-05,0.108704,1.63745
12157,6,eng_Latn,high,1.0,2.63219e-05,0.0964125,2.40819
23977,6,eng_Latn,high,1.0,1.74659e-05,0.0992739,1.90513
20040,6,eng_Latn,high,0.254,1.75389e-05,0.0940482,2.01519
16601,6,yor_Latn,low,0.362,1.16562e-05,0.0967558,1.59686
45172,6,eng_Latn,high,0.914,1.41308e-05,0.0980848,1.73439
34330,6,eng_Latn,high,0.271,1.4943e-05,0.0962144,1.81821
208033,6,eng_Latn,high,0.239,6.41911e-06,0.0938215,1.22208
3117,6,eng_Latn,high,1.0,4.22795e-05,0.0991069,2.96911
26689,6,eng_Latn,high,1.0,1.69031e-05,0.10042,1.8528
15857,6,eng_Latn,high,1.0,2.66445e-05,0.0984627,2.37245
30512,6,eng_Latn,high,0.564,1.62121e-05,0.0952158,1.91371
6884,6,eng_Latn,high,1.0,2.87395e-05,0.0991093,2.44788
3505,6,eng_Latn,high,1.0,3.03625e-05,0.0952654,2.61757
45964,6,eng_Latn,high,1.0,1.68154e-05,0.0971018,1.91113
7051,6,eng_Latn,high,1.0,3.38172e-05,0.0987623,2.66467
7787,6,yor_Latn,low,0.362,2.26239e-05,0.0982977,2.18981
17431,6,eng_Latn,high,1.0,2.66555e-05,0.100286,2.32979
23027,6,eng_Latn,high,1.0,2.02187e-05,0.103228,1.97126
16140,6,eng_Latn,high,1.0,2.37943e-05,0.0986669,2.23733
16902,6,eng_Latn,high,1.0,2.03564e-05,0.0981116,2.08111
33602,6,eng_Latn,high,1.0,1.71793e-05,0.098458,1.90509
5711,6,eng_Latn,high,1.0,3.97184e-05,0.0979295,2.91238
10907,6,eng_Latn,high,1.0,1.709e-05,0.0914572,2.04559
46323,6,eng_Latn,high,0.252,1.46128e-05,0.0968727,1.78579
3601,6,eng_Latn,high,0.252,2.6072e-05,0.103314,2.23662
6252,6,swh_Latn,low,0.519,2.80414e-05,0.10015,2.39285
9499,6,eng_Latn,high,1.0,1.88252e-05,0.101293,1.93845
23556,6,eng_Latn,high,0.914,1.36856e-05,0.0989707,1.69157
34997,6,eng_Latn,high,1.0,2.09071e-05,0.0982623,2.10584
21190,6,eng_Latn,high,0.81,1.11926e-05,0.0922225,1.6417
776,6,eng_Latn,high,0.564,3.69852e-05,0.102913,2.67429
10092,6,spa_Latn,high,0.607,1.86003e-05,0.0984833,1.98181
6243,6,eng_Latn,high,0.914,1.1952e-05,0.0945134,1.65536
4453,6,eng_Latn,high,1.0,2.69856e-05,0.094686,2.48282
10095,6,eng_Latn,high,0.564,1.99002e-05,0.0937981,2.15228
2676,6,spa_Latn,high,0.794,3.45294e-05,0.0984085,2.70226
182027,6,eng_Latn,high,0.233,8.65584e-06,0.0940905,1.41506
30787,6,eng_Latn,high,0.425,9.64669e-06,0.0918809,1.52978
8261,6,eng_Latn,high,1.0,2.05539e-05,0.100165,2.04831
5245,6,eng_Latn,high,0.236,2.48165e-05,0.0984411,2.29012
949,6,swh_Latn,low,0.611,3.31344e-05,0.0996611,2.61384
21068,6,eng_Latn,high,1.0,1.61456e-05,0.0960388,1.89341
207738,6,spa_Latn,high,0.794,7.58359e-06,0.091098,1.36802
12957,6,eng_Latn,high,1.0,2.88914e-05,0.100511,2.4201
1787,6,eng_Latn,high,0.277,3.82312e-05,0.0962835,2.90618
878,6,spa_Latn,high,0.395,3.64239e-05,0.104323,2.61804
6766,6,eng_Latn,high,0.722,2.18913e-05,0.0982389,2.15535
6219,6,eng_Latn,high,1.0,3.88211e-05,0.0970371,2.90577
16286,6,spa_Latn,high,0.35,2.8729e-05,0.101712,2.3848
5847,6,eng_Latn,high,1.0,3.42598e-05,0.0962112,2.75316
8497,6,eng_Latn,high,1.0,1.82601e-05,0.0957016,2.02068
10433,6,eng_Latn,high,0.564,3.1589e-05,0.095814,2.65463
2330,6,eng_Latn,high,1.0,3.34752e-05,0.0987982,2.65019
1230,6,swh_Latn,low,0.46,3.50635e-05,0.102003,2.62713
27334,6,eng_Latn,high,0.447,1.78868e-05,0.0959594,1.99454
4909,6,eng_Latn,high,1.0,2.91454e-05,0.0949517,2.57305
10072,6,spa_Latn,high,0.794,1.90398e-05,0.0967036,2.04199
1278,6,eng_Latn,high,1.0,2.266e-05,0.0983436,2.19053
4714,6,eng_Latn,high,0.722,3.537e-05,0.0951205,2.82949
15603,6,eng_Latn,high,0.608,2.4964e-05,0.0958071,2.36007
5809,6,eng_Latn,high,0.434,3.70053e-05,0.117906,2.33487
40648,6,yor_Latn,low,0.701,1.73283e-05,0.0930267,2.02505
5370,6,eng_Latn,high,1.0,3.23948e-05,0.0972475,2.64865
5306,6,eng_Latn,high,1.0,3.30689e-05,0.0971582,2.67853
27979,6,eng_Latn,high,0.462,1.42568e-05,0.0973604,1.75506
68376,6,eng_Latn,high,0.462,1.77359e-05,0.101044,1.88617
132448,6,eng_Latn,high,0.462,6.23576e-06,0.0907961,1.24464
14478,6,eng_Latn,high,0.276,3.01254e-05,0.09734,2.55176
14502,6,eng_Latn,high,1.0,3.0019e-05,0.0986196,2.5142
21462,6,eng_Latn,high,1.0,2.3771e-05,0.124343,1.77446
87113,6,eng_Latn,high,0.462,7.02012e-06,0.0913252,1.31294
74489,6,eng_Latn,high,1.0,7.40194e-06,0.0932417,1.32047
2776,6,eng_Latn,high,0.742,2.54143e-05,0.0958091,2.38121
2111,6,eng_Latn,high,0.722,2.23441e-05,0.0946179,2.26086
6213,6,eng_Latn,high,0.564,2.54169e-05,0.0975743,2.33825
39733,6,eng_Latn,high,1.0,1.89842e-05,0.0981424,2.00912
6177,6,eng_Latn,high,1.0,2.83939e-05,0.0982133,2.45532
10371,6,eng_Latn,high,1.0,2.96695e-05,0.0984583,2.50362
2743,6,eng_Latn,high,1.0,3.84577e-05,0.0961023,2.92027
6493,6,eng_Latn,high,1.0,2.69966e-05,0.0998741,2.35433
19048,6,eng_Latn,high,1.0,1.98776e-05,0.0983786,2.05091
96654,6,cmn_Hant,high,0.346,6.39939e-06,0.0912795,1.25418
5742,6,eng_Latn,high,1.0,3.52309e-05,0.0991466,2.70925
11828,6,eng_Latn,high,0.681,1.20248e-05,0.0901004,1.74171
4145,6,eng_Latn,high,1.0,4.0836e-05,0.0972063,2.97504
558,6,eng_Latn,high,0.425,4.25705e-05,0.0955744,3.08942
909,6,eng_Latn,high,1.0,1.89753e-05,0.096251,2.04811
2292,6,eng_Latn,high,1.0,2.34467e-05,0.100862,2.17259
106760,6,eng_Latn,high,0.462,6.95407e-06,0.0903784,1.32044
1924,6,eng_Latn,high,0.608,1.58862e-05,0.090807,1.98635
63325,6,eng_Latn,high,0.462,7.31707e-06,0.0908743,1.34708
5139,6,eng_Latn,high,1.0,3.01127e-05,0.0980062,2.53388
9361,6,eng_Latn,high,1.0,2.46334e-05,0.0938839,2.39241
16122,6,eng_Latn,high,0.81,1.87596e-05,0.0971693,2.01719
52040,6,eng_Latn,high,0.81,9.83983e-06,0.0936172,1.51636
9709,6,swh_Latn,low,0.363,2.28185e-05,0.0980982,2.20368
1016,6,eng_Latn,high,0.517,3.08304e-05,0.0973674,2.58072
16869,6,eng_Latn,high,1.0,1.91271e-05,0.0994449,1.99024
3825,6,eng_Latn,high,1.0,2.73496e-05,0.0933728,2.53466
169006,6,eng_Latn,high,1.0,7.82189e-06,0.0942126,1.34342
72739,6,eng_Latn,high,0.564,1.00999e-05,0.0910342,1.57986
2511,6,eng_Latn,high,0.483,2.88416e-05,0.0986348,2.46402
3282,6,spa_Latn,high,0.37,3.04857e-05,0.100389,2.48901
124029,6,eng_Latn,high,0.447,6.99734e-06,0.0950574,1.25935
17991,6,spa_Latn,high,0.794,2.0955e-05,0.0943934,2.19466
5027,6,spa_Latn,high,0.545,2.02229e-05,0.0965164,2.10856
16352,6,eng_Latn,high,1.0,2.40274e-05,0.0955524,2.32154
162108,6,spa_Latn,high,0.607,1.25923e-05,0.0939075,1.71009
21247,6,eng_Latn,high,1.0,1.86153e-05,0.0973409,2.00588
14166,6,eng_Latn,high,1.0,2.5105e-05,0.10474,2.16488
126453,6,spa_Latn,high,0.34,1.14094e-05,0.0940357,1.62556
738,6,swh_Latn,low,0.312,3.16064e-05,0.103877,2.44926
14432,6,spa_Latn,high,0.794,2.46648e-05,0.0956622,2.34944
6339,6,eng_Latn,high,0.589,2.14865e-05,0.0918116,2.28481
3474,6,spa_Latn,high,0.607,2.78575e-05,0.0959544,2.48926
3805,6,spa_Latn,high,0.607,4.03453e-05,0.0955933,3.007
2975,6,eng_Latn,high,1.0,2.8029e-05,0.100402,2.38631
28837,6,eng_Latn,high,0.617,1.42247e-05,0.0972541,1.755
39088,6,yor_Latn,low,0.524,2.19032e-05,0.109182,1.93986
3846,6,eng_Latn,high,0.564,3.89873e-05,0.104121,2.71388
6804,6,eng_Latn,high,1.0,3.36207e-05,0.0967372,2.71253
14786,6,eng_Latn,high,1.0,2.524e-05,0.0974501,2.33307
72152,6,spa_Latn,high,0.517,1.0438e-05,0.0942006,1.5521
5586,6,eng_Latn,high,1.0,2.79859e-05,0.0982202,2.43744
22018,6,eng_Latn,high,0.252,1.40687e-05,0.0951178,1.78456
1600,6,spa_Latn,high,0.462,4.71612e-05,0.0978832,3.17504
1238,6,yor_Latn,low,0.701,2.57978e-05,0.096701,2.37698
18734,6,spa_Latn,high,0.607,2.63598e-05,0.0943722,2.46202
13968,6,eng_Latn,high,1.0,2.96203e-05,0.0988513,2.4916
2990,6,eng_Latn,high,0.722,3.28326e-05,0.0961306,2.69746
83958,6,eng_Latn,high,0.236,9.77676e-06,0.0935851,1.51201
7212,6,eng_Latn,high,1.0,3.38531e-05,0.0961538,2.73841
8914,6,eng_Latn,high,0.447,2.19415e-05,0.0968718,2.18827
480,6,eng_Latn,high,0.564,4.03163e-05,0.100431,2.86113
45735,6,swh_Latn,low,0.483,1.05327e-05,0.0892732,1.64518
174010,6,eng_Latn,high,0.462,8.38879e-06,0.0902129,1.45293
14519,6,eng_Latn,high,0.22,2.1734e-05,0.102546,2.05739
22453,6,eng_Latn,high,0.722,1.5617e-05,0.0982049,1.82109
8844,6,spa_Latn,high,0.484,2.15996e-05,0.0977877,2.15082
10290,6,spa_Latn,high,0.607,1.86969e-05,0.0973561,2.00996
24638,6,swh_Latn,low,0.777,2.02369e-05,0.094868,2.14594
698,6,spa_Latn,high,0.607,3.03574e-05,0.0973878,2.56031
14685,6,eng_Latn,high,0.273,1.59446e-05,0.104311,1.73238
156730,6,eng_Latn,high,0.462,8.08413e-06,0.0941122,1.36721
24253,6,eng_Latn,high,1.0,1.66546e-05,0.0984214,1.87647
5674,6,spa_Latn,high,0.645,2.36145e-05,0.0942665,2.33291
9889,6,spa_Latn,high,0.794,1.92365e-05,0.0949274,2.09092
643,6,swh_Latn,low,0.34,3.45894e-05,0.100749,2.64176
4080,6,eng_Latn,high,1.0,2.1078e-05,0.0978617,2.12308
223113,6,eng_Latn,high,1.0,6.78144e-06,0.0913339,1.29031
246994,6,eng_Latn,high,0.405,7.68531e-06,0.0963827,1.30166
886,6,swh_Latn,low,0.519,3.83893e-05,0.106599,2.63038
24653,6,spa_Latn,high,0.645,1.67727e-05,0.0964942,1.92073
16838,6,eng_Latn,high,0.462,1.12574e-05,0.0975945,1.55582
138045,6,eng_Latn,high,0.81,7.08505e-06,0.0886345,1.35904
147102,6,eng_Latn,high,0.234,4.60506e-06,0.0899948,1.07911
1169,6,swh_Latn,low,0.777,3.06819e-05,0.101413,2.47179
97333,6,eng_Latn,high,0.255,7.06778e-06,0.0925692,1.29969
10430,6,spa_Latn,high,0.794,1.93005e-05,0.0949365,2.09419
2069,6,yor_Latn,low,0.362,3.47781e-05,0.0951367,2.80524
11737,6,spa_Latn,high,0.678,1.50982e-05,0.0915412,1.92093
11913,6,spa_Latn,high,1.0,1.61122e-05,0.0976781,1.85971
22411,6,spa_Latn,high,1.0,6.61938e-06,0.0907911,1.28242
56262,6,spa_Latn,high,1.0,5.23397e-06,0.0954969,1.08415
40361,6,spa_Latn,high,1.0,5.41862e-06,0.0911441,1.15579
164198,6,spa_Latn,high,1.0,3.35188e-06,0.0874894,0.947009
99324,6,spa_Latn,high,1.0,4.44416e-06,0.0956491,0.997421
16891,6,spa_Latn,high,1.0,9.49313e-06,0.0942682,1.47912
34140,6,spa_Latn,high,1.0,4.65955e-06,0.0908751,1.07496
96433,6,spa_Latn,high,1.0,4.8029e-06,0.0910598,1.08916
11707,6,spa_Latn,high,0.892,1.35591e-05,0.0926005,1.79956
51494,6,spa_Latn,high,1.0,3.78461e-06,0.0912857,0.964435
7949,6,spa_Latn,high,1.0,8.57904e-06,0.0889815,1.48965
22830,6,spa_Latn,high,1.0,7.02646e-06,0.090919,1.31941
142269,6,spa_Latn,high,1.0,4.19878e-06,0.0927234,1.00009
184151,6,spa_Latn,high,1.0,2.89392e-06,0.0924774,0.832477
163821,6,spa_Latn,high,1.0,3.21401e-06,0.0914967,0.886714
234090,6,spa_Latn,high,1.0,4.48311e-06,0.0887665,1.07946
137073,6,spa_Latn,high,1.0,2.96493e-06,0.0927919,0.839773
32098,6,spa_Latn,high,1.0,1.75313e-05,0.0942079,2.01133
74704,6,spa_Latn,high,0.689,7.4209e-06,0.0939116,1.31273
210775,6,spa_Latn,high,1.0,3.29566e-06,0.0940504,0.873526
64298,6,spa_Latn,high,1.0,4.9437e-06,0.0919455,1.09436
36322,6,spa_Latn,high,1.0,8.98427e-06,0.0945442,1.43473
6509,6,spa_Latn,high,1.0,1.5509e-05,0.0943433,1.88906
69105,6,spa_Latn,high,1.0,5.80185e-06,0.0939705,1.16
34569,6,spa_Latn,high,1.0,4.61434e-06,0.0909028,1.06941
39141,6,spa_Latn,high,1.0,1.33901e-05,0.0956047,1.73212
1538,6,spa_Latn,high,1.0,1.96803e-05,0.0967785,2.07444
102500,6,spa_Latn,high,1.0,4.60697e-06,0.0893356,1.0873
60104,6,swh_Latn,low,0.819,1.25408e-05,0.0909401,1.76227
102543,6,spa_Latn,high,1.0,4.69688e-06,0.0945289,1.03754
24909,6,spa_Latn,high,1.0,5.30366e-06,0.086633,1.20301
22112,6,spa_Latn,high,1.0,5.14438e-06,0.0935442,1.09727
19482,6,spa_Latn,high,1.0,8.40499e-06,0.0921263,1.42413
24937,6,spa_Latn,high,1.0,4.45385e-06,0.0909131,1.05053
145864,6,spa_Latn,high,1.0,3.43055e-06,0.0896307,0.935169
37904,6,spa_Latn,high,1.0,4.62484e-06,0.0874365,1.11306
4298,6,spa_Latn,high,1.0,2.25956e-05,0.0983394,2.18751
42195,6,spa_Latn,high,1.0,7.26307e-06,0.0958541,1.27237
20790,6,spa_Latn,high,1.0,5.05072e-06,0.091986,1.10566
38107,6,spa_Latn,high,1.0,4.95814e-06,0.0928392,1.08541
23605,6,spa_Latn,high,1.0,9.90443e-06,0.0913769,1.55863
49857,6,spa_Latn,high,1.0,3.90581e-06,0.0898706,0.995183
60088,6,spa_Latn,high,1.0,8.58652e-06,0.0930595,1.42499
10212,6,spa_Latn,high,1.0,2.90867e-05,0.102062,2.39139
36599,6,spa_Latn,high,1.0,4.66119e-06,0.0909187,1.07463
4581,6,spa_Latn,high,1.0,2.0613e-05,0.0934475,2.19871
16957,6,spa_Latn,high,1.0,1.15986e-05,0.0910463,1.6928
145955,6,spa_Latn,high,1.0,4.20769e-06,0.0949681,0.977483
4472,6,spa_Latn,high,1.0,1.02761e-05,0.0920044,1.57678
3764,6,spa_Latn,high,1.0,1.84515e-05,0.092772,2.09538
31749,6,spa_Latn,high,1.0,6.78742e-06,0.0923117,1.27721
562,6,spa_Latn,high,0.892,3.87862e-05,0.101674,2.77201
58646,6,spa_Latn,high,1.0,5.27413e-06,0.0933253,1.11363
1374,6,spa_Latn,high,1.0,3.20601e-05,0.0934804,2.74111
81072,6,spa_Latn,high,1.0,4.78011e-06,0.0958166,1.03263
48341,6,spa_Latn,high,1.0,3.94183e-06,0.0940096,0.955744
37094,6,spa_Latn,high,1.0,5.7155e-06,0.0915244,1.1821
38193,6,spa_Latn,high,1.0,7.23358e-06,0.102642,1.18582
154443,6,spa_Latn,high,1.0,6.44912e-06,0.0914319,1.25695
87908,6,spa_Latn,high,1.0,7.61956e-06,0.0941404,1.32695
44177,6,spa_Latn,high,1.0,3.82436e-06,0.089291,0.991144
47478,6,spa_Latn,high,1.0,5.67799e-06,0.0916981,1.17599
5718,6,yor_Latn,low,0.752,2.74933e-05,0.0994603,2.38577
152751,6,spa_Latn,high,1.0,4.36342e-06,0.0939853,1.00582
31213,6,spa_Latn,high,1.0,4.15594e-06,0.0906209,1.01806
218962,6,spa_Latn,high,1.0,4.62956e-06,0.0891384,1.09237
42255,6,spa_Latn,high,1.0,7.67906e-06,0.0895983,1.39965
19960,6,spa_Latn,high,1.0,1.0359e-05,0.0938985,1.55119
73015,6,spa_Latn,high,1.0,3.10525e-06,0.0946446,0.842592
37324,6,spa_Latn,high,1.0,4.38724e-06,0.0920386,1.02989
57811,6,spa_Latn,high,1.0,7.04424e-06,0.0893885,1.34369
5120,6,spa_Latn,high,1.0,1.01048e-05,0.0901327,1.59605
93297,6,spa_Latn,high,1.0,7.85027e-06,0.0947625,1.33805
47412,6,spa_Latn,high,1.0,5.06395e-06,0.0907935,1.12164
1078,6,spa_Latn,high,1.0,4.00599e-05,0.105416,2.71714
2000,6,spa_Latn,high,1.0,2.60725e-05,0.0997335,2.31694
53771,6,spa_Latn,high,1.0,7.57696e-06,0.0925431,1.34607
51393,6,spa_Latn,high,1.0,5.16396e-06,0.0916009,1.12268
52006,6,spa_Latn,high,1.0,4.34907e-06,0.0894747,1.05478
40774,6,spa_Latn,high,1.0,3.80229e-06,0.0919887,0.959297
30023,6,spa_Latn,high,1.0,7.75556e-06,0.0934806,1.34819
71138,6,spa_Latn,high,1.0,5.1641e-06,0.0966912,1.06359
18066,6,spa_Latn,high,1.0,1.82134e-05,0.0944597,2.04463
1881,6,spa_Latn,high,1.0,1.95702e-05,0.0947025,2.11398
27607,6,spa_Latn,high,1.0,6.99937e-06,0.0929568,1.28799
78997,6,spa_Latn,high,1.0,5.31269e-06,0.0968372,1.07716
188163,6,spa_Latn,high,1.0,4.57295e-06,0.0913455,1.05944
39363,6,spa_Latn,high,1.0,7.93939e-06,0.0905887,1.40762
27425,6,spa_Latn,high,1.0,6.24716e-06,0.0870955,1.2987
38460,6,spa_Latn,high,1.0,4.94517e-06,0.0900212,1.11792
2738,6,spa_Latn,high,0.554,3.24467e-05,0.09996,2.57884
29087,6,spa_Latn,high,1.0,1.3761e-05,0.093877,1.78826
188068,6,spa_Latn,high,1.0,5.11751e-06,0.0890044,1.15023
25563,6,spa_Latn,high,1.0,5.8742e-06,0.0867777,1.26395
55843,6,spa_Latn,high,1.0,4.33468e-06,0.0917209,1.02725
94386,6,spa_Latn,high,1.0,4.83972e-06,0.0904062,1.10123
24022,6,spa_Latn,high,1.0,1.04947e-05,0.0973879,1.50538
8200,6,spa_Latn,high,1.0,2.71981e-05,0.0985684,2.3944
71087,6,spa_Latn,high,1.0,5.18591e-06,0.101037,1.01999
18456,6,spa_Latn,high,1.0,1.6018e-05,0.0950156,1.90623
67684,6,spa_Latn,high,1.0,4.62912e-06,0.0904618,1.07634
11634,6,yor_Latn,low,0.752,1.64624e-05,0.0957473,1.91772
44700,6,spa_Latn,high,1.0,1.0446e-05,0.0928499,1.57528
39013,6,spa_Latn,high,1.0,3.30286e-06,0.0886697,0.927545
207705,6,spa_Latn,high,1.0,6.63057e-06,0.0904401,1.28849
24303,6,spa_Latn,high,1.0,1.5254e-05,0.0912797,1.93635
68957,6,spa_Latn,high,1.0,3.63619e-06,0.0925912,0.932005
36905,6,spa_Latn,high,1.0,4.39251e-06,0.0890564,1.06502
99319,6,spa_Latn,high,1.0,4.67306e-06,0.0940732,1.03992
14927,6,spa_Latn,high,1.0,1.94603e-05,0.0974929,2.0477
41233,6,spa_Latn,high,1.0,1.41911e-05,0.0966241,1.76436
7603,6,spa_Latn,high,1.0,1.99301e-05,0.0944202,2.13971
32442,6,spa_Latn,high,1.0,4.21848e-06,0.0888723,1.04587
22658,6,spa_Latn,high,1.0,9.79214e-06,0.0947717,1.49426
58009,6,spa_Latn,high,1.0,4.23784e-06,0.0921176,1.01133
17389,6,swh_Latn,low,0.644,2.00608e-05,0.0967816,2.09433
32778,6,spa_Latn,high,0.525,1.11311e-05,0.0934928,1.61494
719,6,spa_Latn,high,0.847,3.1067e-05,0.103673,2.43304
134343,6,spa_Latn,high,1.0,4.4469e-06,0.0966083,0.987824
115182,6,spa_Latn,high,1.0,3.21684e-06,0.0911363,0.890612
11728,6,spa_Latn,high,0.689,1.50546e-05,0.0936826,1.87431
3811,6,yor_Latn,low,0.752,1.80425e-05,0.093218,2.06212
2944,6,spa_Latn,high,1.0,2.64274e-05,0.0948592,2.45252
4963,6,spa_Latn,high,0.767,2.57526e-05,0.0955879,2.40255
14925,6,spa_Latn,high,1.0,1.07209e-05,0.0938287,1.57923
2438,6,spa_Latn,high,1.0,2.10872e-05,0.0926737,2.24243
12193,6,spa_Latn,high,1.0,2.03647e-05,0.0942827,2.16607
5134,6,spa_Latn,high,0.525,2.95784e-05,0.100915,2.43891
1375,6,swh_Latn,low,0.819,2.30327e-05,0.100501,2.16106
47385,6,spa_Latn,high,1.0,6.01845e-06,0.0942922,1.17742
83632,6,spa_Latn,high,1.0,6.32197e-06,0.0949269,1.19868
28089,6,spa_Latn,high,1.0,5.18206e-06,0.0902415,1.14159
94573,6,spa_Latn,high,1.0,7.1114e-06,0.0910037,1.32612
52519,6,spa_Latn,high,1.0,2.98859e-06,0.0928505,0.842586
44720,6,spa_Latn,high,1.0,5.31667e-06,0.0919094,1.13534
7441,6,yor_Latn,low,0.548,1.57509e-05,0.0956155,1.87841
7374,6,yor_Latn,low,0.393,2.28316e-05,0.0967024,2.23612
474,6,swh_Latn,low,0.692,3.34104e-05,0.103211,2.53442
96457,6,yor_Latn,low,0.752,8.50673e-06,0.0914609,1.44315
29229,6,rus_Cyrl,high,1.0,5.38247e-06,0.0924588,1.13555
149253,6,rus_Cyrl,high,1.0,7.25173e-06,0.0899673,1.35457
67352,6,rus_Cyrl,high,1.0,5.94593e-06,0.0895089,1.23285
38740,6,rus_Cyrl,high,1.0,8.93022e-06,0.092013,1.46976
